bundleid;store;app_title;description;dev_name;dev_id;fullprice;versionnumber;osreq;latest_patch;content_rating
gov.cdc.oid.nchhstp.StdTxGuide;apple;STD Tx Guide;The STD Treatment (Tx) Guidelines mobile app serves as a quick reference guide for doctors and related parties on the identification of and treatment for sexually transmitted diseases (STDs).The app is a collaboration between CDC's Division of STD Prevention and the Informatics Innovation Unit (IIU) within CDC's Division of Public Health Information Dissemination (DPHID) - Center for Surveillance, Epidemiology and Laboratory Services (CSELS).These guidelines for the treatment of persons who have or are at risk for sexually transmitted diseases (STDs) were updated by CDC after consultation with a group of professionals knowledgeable in the field of STDs who met in Atlanta on April 30–May 2, 2013. The information in this report updates the Sexually Transmitted Diseases Treatment Guidelines, 2010 (MMWR Recomm Rep 2010,59 [No. RR–12]). These updated guidelines discuss 1) alternative treatment regimens for Neisseria gonorrhoeae, 2) the use of nucleic acid amplification tests for the diagnosis of trichomoniasis, 3) alternative treatment options for genital warts, 4) the role of Mycoplasma genitalium in urethritis/cervicitis and treatment-related implications, 5) updated HPV vaccine recommendations and counseling messages, 6) the management of persons who are transgender, 7) annual testing for hepatitis C in persons with HIV infection, 8) updated recommendations for diagnostic evaluation of urethritis, and 9) retesting to detect repeat infection. Physicians and other health-care providers can use these guidelines to assist in the prevention and treatment of STDs.DISCLAIMERTHE MATERIALS EMBODIED IN THIS SOFTWARE IS PROVIDED TO YOU "AS-IS" AND WITHOUT WARRANTY OF ANY KIND, EXPRESS, IMPLIED OR OTHERWISE, INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF FITNESS FOR A PARTICULAR PURPOSE. IN NO EVENT SHALL THE CENTERS FOR DISEASE CONTROL AND PREVENTION (CDC) OR THE UNITED STATES (U.S.) GOVERNMENT BE LIABLE TO YOU OR ANYONE ELSE FOR ANY DIRECT, SPECIAL, INCIDENTAL, INDIRECT OR CONSEQUENTIAL DAMAGES OF ANY KIND, OR ANY DAMAGES WHATSOEVER, INCLUDING WITHOUT LIMITATION, LOSS OF PROFIT, LOSE OF USE, SAVINGS OR REVENUE, OR THE CLAIMS OF THIRD PARTIES, WHETHER OR NOT CDC OR THE U.S. GOVERNMENT HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH LOSS, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY, ARISING OUT OF OR IN CONNECTION WITH THE POSSESSION, USE OR PERFORMANCE OF THIS SOFTWARE.;Centers For Disease Control and Prevention;439259253;00;2.4.1;10.0;2017-12-22;12+
com.zerion.apps.iform.encompass;apple;Ecolab EnCompass;Ecolab® Healthcare Program combines cutting-edge mobile data gathering technology with flexible reporting to drive continuous improvement of environmental cleaning results - increasing patient safety and improving patient outcomes.*Please Note* Continued use of GPS running in the background can dramatically decrease battery life.;Zerion Software;300203405;00;8.29.1;9.0;2018-11-28;4+
gov.cdc.ondieh.nccdphp.dentalcheck;apple;CDC DentalCheck;Centers for Disease Control and Prevention’s (CDC) evidence-based recommendations guide infection control practices in dental offices nationally and globally, provide direction for the public, dental health care personnel (DHCP) and policymakers, and affect technology development in the dental industry. DentalCheck is developed directly from the Infection Prevention Checklist for Dental Settings. DHCP can use this app to periodically assess practices in their facility and ensure they are meeting the minimum expectations for safe care. The infection prevention coordinator and other staff trained in infection prevention are encouraged to use this app at least annually to assess the status of their administrative policies and practices, and also engage in direct observation of personnel and patient-care practices. While the information included in this app reflects existing evidence-based guidelines produced by the CDC, it is not intended as a replacement for more extensive guidelines.Key Features•	Check Yes/No to acknowledge compliance with a list of administrative policies or observed practices •	Summary of basic infection prevention principles and recommendations for dental health care settings•	Ability to export results for records management Provides links to full guidelines and source documents that users can reference for more detailed background and recommendations.;Centers For Disease Control and Prevention;439259253;00;1.0.1;10.0;2017-07-23;12+
com.mmm.mobileapp;apple;3M℠ Health Care Academy;3M℠ Health Care Academy offers access to educational content that translates knowledge into positive health outcomes for thought leaders, and peers. This professional training and education resource is dedicated to helping you focus on deepening your expertise. The 3M℠ Health Care Academy connects you to a global community of scientists and industry professionals from oral care to infection prevention to health information systems and food safety.Key features: •	Bite-sized educational modules covering key clinical topics•	Quizzes and knowledge checks with instant feedback•	Download modules for convenient offline access;SumTotal Systems;1169347042;00;5.4;10.0;2019-03-28;4+
ca.albertahealthservices.bugsanddrugs;apple;Bugs & Drugs;Important News! The Bugs & Drugs Project has heard your feedback and is developing a new app that will include a number of changes to improve your overall Bugs & Drugs experience. The new app will only be available via a yearly subscription model. The current app you have installed will continue to function, but will no longer receive further content updates at some point in 2019. We will let you know when the new version of the Bugs & Drugs app is available and when the current version of the Bugs & Drugs app will stop being updated. At that time, you will be invited to download the new Bugs & Drugs app for the latest updates. We look forward to releasing the new version of the Bugs & Drugs app!Bugs & Drugs is a comprehensive, evidence-based reference for physicians, dentists, pharmacists, nurse practitioners and other health care practitioners. .Bugs & Drugs provides practitioners with the latest recommendations for the appropriate use of antimicrobials and the optimal treatment and prevention of infectious diseases. It is also a key component of antimicrobial stewardship efforts. This reference can optimize patient outcomes and minimize the unintended consequences of antimicrobial use, including: toxicity, superinfections, resistance and unnecessary treatment costs.Bugs & Drugs is divided into six sections:1. Antibiotics2. Treatment recommendations for infections in children and adults (including selected ophthalmic, fungal, and parasitic infections),3. Recommendations for the prevention of infections,4. Treatment and prophylaxis of dental infections,5. Use of antibiotics in pregnancy/lactation, and6. Microbiology The Bugs & Drugs app is well suited for healthcare practitioners looking for an evidence based mobile reference and provides therapeutic options in a clear, concise manner.  Once installed, you do not need internet access to utilize the content. Internet access is only required for initial installation of the app and to receive updates. The content was prepared by Dr. Edith Blondel-Hill (Medical Microbiologist/Infectious Diseases Specialist, Kelowna General Hospital) and Ms. Susan Fryters (Antimicrobial Utilization/Infectious Diseases Pharmacist, Alberta Health Services) with the help of over 40 reviewers with expertise in infectious diseases, microbiology, pharmacy, and Public Health. Design and implementation of the app was provided by Saint Street and Resonant Apps.;AHS;474328690;1099;2.1.5;11.0;2019-06-16;17+
yeastinfections.symptoms.treatment;apple;Yeast Infections;Yeast Infection Treatment is found in this app! Yeast infections are fungal infections that manifest in many forms, and cause a variety of symptoms. If left untreated yeast infections can cause serious harm. That’s why identifying yeast infection symptoms and treating the infection is paramount to your health. Our app provides you with a huge collection of information about vaginal yeast infections and its many forms. Apart from general information, specific treatments, remedies, causes, prevention and yeast infection cures are provided in this all-inclusive app, and will assist you in eradicating your infection. Don’t wait! Download it today and start researching. Find details on the most effective medication and medicine to use to get rid of your yeast infection fast!;Chris Bechard;868836535;00;1.0;6.0;2015-06-15;17+
com.utitracker.app;apple;UTI Tracker;UTI Tracker helps patients take control of their healthcare by cataloging daily urinary tract symptoms and behavioral patterns, and offers personalized tips for UTI prevention.Created by a board-certified female urologist, the app was designed to help patients who are frustrated by treatments that work only temporarily. Many patients have not been informed that recurrent UTIs can be reduced with behavioral modification. When used regularly, this app will recognize lifestyle patterns that could be contributing to UTI symptoms.For patients: The app assists with cataloging symptoms, behaviors, treatments and cultures in a fun and easy way. When patients are able to identify patterns or triggers for pain episodes, physicians can better treat and prevent future infections.For physicians: The app concisely compiles history of patient UTI symptoms, behaviors and treatments in a manner that can be quickly reviewed.;Yourology Tracker, LLC;1227446275;399;1.3.4;10;2018-07-12;12+
com.itrdonline.clinicalmicrobiology;apple;Learning Clinical Microbiology;This quiz provides over 460 review questions on the following microorganisms that cause infectious disease: bacteria, fungi, parasites, viruses, Helminths, and Protozoa. It’s a great review app for anyone studying medical or clinical microbiology.  The questions will help you review your knowledge of the prevention, diagnosis, and treatment of infectious diseases. The questions cover the presence and growth of microbial infections in individuals, their effects on the human body and the methods of treating those infections.If you are someone who needs to review your knowledge of medical or clinical microbiology, this app will help you improve or master your knowledge.  It's a great way for you to revise and check what you have learned. The app contains over 460 questions - both true/false questions and multiple choice.  It's great as practice app that you can use to test what you have learned or also as a refresher that you want to use as you prepare for or just before taking an exam. It will help you test your knowledge of drug names, use, and description.  This is great for anyone studying Nursing, Medicine or any related profession.  It's the perfect app helping you test your knowledge in preparation for exam day!You can choose to answer 25 or 50 or 100 questions.  The questions will be randomized so that each time you take the quiz (for example 25 questions) you will get a different set of questions.  At the end of the quiz, you will be shown the total number you got correct and your percentage score. Features• Offers the ideal test format for both professionals and students.• The unique quiz features traditional multiple choices – proven to be a great way to test knowledge.• It’s an excellent and quick resource that helps you as you prepare for your exam• No internet access required• Excellent way to review what you have learned and test your self• Shows your score at the end of each quiz• Choose the number of questions you would like to take• Questions randomized each time • App is very intuitive an needs minimal input• Intuitive and beautiful interface• When you get a question wrong – you are immediately told the correct answer.  • Easy to use and efficient• Great quick resource for studentsTry this unique Learning Clinical Microbiology Quiz and you’ll be glad you did!;Information Technology And Resource Development LLC;509309205;299;1.2;7.1;2017-11-08;4+
com.saipem.siviaggiarecustomer;apple;Si VIAGGIARE;Prepare a trip abroad, assessing the risks arising from the destination, the climate, the risk of infection, schedule time for the prophylaxis necessary (vaccinations, chemoprophylaxis, certificates ...) and record their frequency and the deadline, to have at hand the information of the country and its peculiarities are details that can make your trip safer and avoid exposing yourself to risks for your health. The manual comes around with you and escorts you to your every move with the precious Around You or the delightful Travel Quiz becoming a sympathetic fellow traveler with the option My Diary.Features: - Risks of the trip - climate risks - Risk of infection, vaccinations and chemoprophylaxis - Cards of all countries of the world (religion, language, climate and health prophylaxis) - Memorandum: prophilaxis and medical certification due date - Around You - Quiz - Photo Gallery;Saipem;643674945;00;1.2.0;6.0;2016-07-20;4+
com.nerdalchemy.know-manage-live;apple;KML AL;KML AL is an app of the Alabama Department of Public Health that seeks to encourage individuals to "Know Your Status, Manage Your Health, and Live Your Best Life." It is an information source that seeks to help prevent the transmission of HIV/AIDS and to help those with HIV/AIDS in managing their disease. The app gives information on how HIV is transmitted, how to prevent HIV, how to get tested for HIV, and how to manage the disease.;Alabama Department of Public Health;1440330854;00;1.2;8.0;2017-02-20;17+
com.momentumdmt.sterisCatalogueProiOS;apple;Steris IPT Connect EMEA;STERIS IPT Connect EMEA is a sales and customer support application offering access to 3D models, technical data, brochures, user manuals and images for the complete portfolio of Infection Prevention Technologies from STERIS. This information has been selected to be relevant to Europe, Middle East and Africa markets and relevant local guidance and regulations.Access to the full content for dealers and internal sales teams requires a login which can be obtained from STERIS IPT marketing at;Momentum DMT;626732803;00;3.0.0;10.0;2019-10-09;17+
com.vitalacy.dashboard;apple;Vitalacy;Checking on your hand hygiene compliance data is now faster and easier than ever!Use the Vitalacy App to:* View your wash consistency and duration data * Watch your compliance improvement percentage * Learn your number of washes in weekly, monthly, and yearly intervals* See your personal ranking in comparison to your teamFollow us to stay in the know: Twitter — @VitalacyInc Instagram — @VitalacyInc Facebook — VitalacyInc;Vitalacy;1335779145;00;1.1.3;10.1;2019-02-01;4+
com.ricconics.MoonBeam3;apple;MoonBeam3;The MoonBeam3 initial application output is a dashboard with on-going data analytics emailed to you on a daily basis.Drop down selection: The program manager may enter in drop-down selectable fields for pre-listing users, location, and specific uses and the user may then later select from among those options when using the device. The application allows three selectable drop down fields that, if selected, are captured and reported along with the date, time, system and lamp status for each lamp.To update the MB3 (One time only):1) Press and hold the "connect" button on the base while you plug in the power cord to the base.2) Open the MB3 app.3) Tap the base icon and the app will open another screen where you will see Update firmware 2.X.X.4) Tap "Update Firmware to 2.X.X" and the system will show "updating firmware". The process takes about two minutes.5) The MoonBeam3 will then process the information and reboot into normal operating mode. This also takes about two minutes. If it does not reboot, simply unplug MB3 and plug it in again.When complete, the MB3 will be in normal operating mode and the App will show the blue header, "MoonBeam Devices" but NO devices show. Power off the base and configure the application.A) CONFIGURING THE APP TO YOUOn the main page of the MB3 App, with the blue header, MoonBeam Devices, at the far right is the "settings" gear icon. Tap it to configure the app.A page comes up titled "Configuration" and below it are options. You MUST enter an email address. Everything else is optional.1) Users - Tap "Users" and the "+" icon on the far right. Type in the name of an expected user of the MB3 and press the "save" icon on the far right (or the "Trash Can" icon to delete).2) Locations - Tap and enter the locations where the device may be used.3) Specific Uses - Tap and enter the uses of the device, i.e., Daily Clean, Terminal Clean, Isolation Clean, etc..4) Email Addresses - Tap and enter the email address where the log files are delivered.5) Set/Change Password - Tap and change the password to lock out any changes to the configuration. Note that if you need to reset the system due to a lost password, the configuration will be fully erased. The log files will not be erased.6) In the Dashboard page, tap "Update Clock"7) Tap the system edit icon (pencil) and name the device with the serial number of the MoonBeam3. This is for traceability of logs.EVERYTHING UP TO THIS POINT IS ONLY DONE AT SETUP -----------B) TO USE THE APP:1) Tap the MoonBeam3 App Icon on your device and, after the MoonBeam3 splash page, the main page will appear, but NO MB3 will be displayed. 2) At the bottom blue footer, tap "Enable Logging Mode on Base Devices." (If going through this installation and nothing happens or an error message appears when you tap "Enable Logging Mode on Base Devices", the work around is to press and hold the "Run Time" button while plugging in the MB3.)3) After a few seconds, the MB3 base will be displayed.4) Tap the base and after a few seconds the information from the base appears.Tap "View Logs" and the system will display, "Downloading Log Data". This may take a while (~30 seconds) if the system is fully loaded with logs. The memory can hold about 1,000 disinfection cycles before writing over the oldest logs first. Note that when the "Downloading Log Data" disappears, the logs are downloaded. Unless edited, logs have BLUE boxes. A green check mark indicates edited data.Tap "User ID" and select from the list of usersTap "Location" and select from the list of use locationsTap "Specific Use and select from the list of  usesTo Save, tap the "Save" icon.To upload the logs, press the "<-" button at the top to return to the Dashboard page.1) Tap "UPLOAD LOGS"2) The default time frame is the last seven days. To change the range, tap "From" and select the date. The "To" date may also be changed.3) Tap "Submit" .;Roderick Dayton;1355723881;00;1.5;9.0;2018-09-23;12+
group.cys.iris2018;apple;HRMS;This App is developed for conducting research and filling in audits. It is a closed system that only works in combination with a license and online portal. HRMS manages the distribution of Risk Prevention Scans (questionnaires and reports) with a scientific proven methodology. With the HRMS Online Portal you are able to create your own scans and projects that will allow hospitals, nursery homes, dentists, clinics, wellness centres and other medium or high risk organisations to lower the risks for infection. HRMS is the only platform that provides the proven & certified IRIS Scan (Infection Risk prevention Scan). The certified IRIS is a measurement solution that combines Culture Data, Patient related data, Hand Hygiene, Structural Conditions, Environmental Contamination (ATP measurements), Clothing Regulations into one integrated report that provides details insights to departments and organisations about the risk of propagation of infection diseases.Please contact info@cys.group or cider@mambz.nl for more information on this solution.;CYS Group BV;1347832800;00;1.17;10.0;2019-09-06;4+
com.fivetouchsolutions.emip2017;apple;IP2017;This year’s Infection Prevention Conference and Exhibition will take place at Manchester Central on Monday 18th September to Wednesday 20th September.We are pleased to introduce the IP 2017 app which will include full conference information and integration with twitter. You can use the app to:- View the programme- View the speaker profiles- View the exhibition plan and exhibitor details- Provide session feedback and conference evaluation;EventMobi;923401841;00;1.0;6.0;2017-09-01;17+
ca.creo.vitalis;apple;Under the Stethoscope;“STBBIs: Under the Stethoscope” is a game designed to raise awareness about sexually transmitted and blood-borne infections (STBBIs) among youth aged 12 and over.In this educational game, players take on the role of a doctor and put their knowledge about STBBIs to the test by seeing patients in a clinic. USE IN SCHOOLDeveloped in partnership with Tel-jeunes and the Ministry of Health and Social Services, the game ties into the Science and Technology curriculum for cycle 1.The game can also be used to implement the sex education contents determined by the Ministry of Education and Higher Education. More specifically, it deals with topics covered under the theme STBBIs and pregnancy for secondary 2 and 3.PEDAGOGICAL GOALSBy using this game in the classroom, you will help your students understand- key issues surrounding STBBIs,- many myths about STBBIs,- steps to be taken if they have engaged in risky sexual behaviours,- preventive strategies to adopt,- attitudes to adopt and avoid,- available resources for youth in Québec,- etc.;Creo Inc.;564283477;00;1.0;8.0;2018-11-30;12+
com.gtv.safenetwork;apple;SAFE Network;SAFE is a health and wellness company leveraging technology and innovative marketing techniques to disrupt the spread of sexually transmitted infections and facilitate affordable care for those afflicted by them.";GTV Corporation;1160141531;00;1.0;10.0;2018-07-24;17+
de.inside.online.fih.lite.en;apple;Hygiene Ready - LITE;Do you work in the food industry and are you required to pass the annual hygiene training? And with a mandatory certificate of completion? With the app “Hygiene Ready” you will not only learn all you need to know about dealing with food hygienically, but you will also receive your personal certificate of completion from the TÜV SÜD Food Safety Institute (in versions "BASIC" and "PRO"). This certificate will be sent to you via email as a PDF after successfully completing a small test.In this LITE-version of "Hygiene Ready" the complete chapter "Personal hygiene" is available for free. Vivid and varied media will teach you personal hygiene (e.g. wash your hands) and what needs to be taken into account in workplace hygiene or infection control. In the other hygiene topics, such as operating and product hygiene or food processing, you can train efficiently and quickly with "Hygiene Ready". The versions "BASIC" and "PRO" (including certificate) are available in the Apple App Store.With “Hygiene Ready” you save travel and training costs and instead are able to study at home or while travelling. You can take a break from the training at any time and continue again later. You can also repeat any of the training topics or the test as many times as you like. You also have the option of taking the test and receiving your certificate of completion straightaway (in versions "BASIC" and "PRO").The training is presented with easy and concise language and incorporates many pictures and videos to help maintain motivation. “Hygiene Ready” has been developed in cooperation with the TÜV SÜD Food Safety Institute in Germany and guarantees excellent quality. This hygiene training is recommended by the German Federal Association of Food Inspectors (BVLK).Please note: This app and the certificate of completion are for individual usage only. This means that for each purchase the app and certificate of completion can only be used by one person. The certificate is valid for one year from the date of issue.ADVANTAGES:• Save travel and training costs.• Train yourself – anytime and anywhere.• Receive your personal certificate of completion from the TÜV SÜD Food Safety Institute upon successfully completing the test (in versions "BASIC" and "PRO").GUARANTEED QUALITY:• Developed in cooperation with the TÜV SÜD Food Safety Institute.• Recommended by the Federal Association of Food Inspectors (BVLK).• Awarded with the Comenius EduMedia Medal – one of the most prized European multimedia awards.OVERVIEW OF CONTENT:• Personal hygiene√ Correct handwashing / hand hygiene√ Workplace hygiene√ Individual hygiene√ Infection prevention and control√ Work clothing;inside Gesellschaft fuer Lern- und Informationssysteme mbH;1147087659;00;1.0.5;8.0;2019-09-22;4+
com.fivetouchsolutions.emip2016;apple;IP2016;This year's IP2016 is taking place at the Harrogate International Centre from Monday 26th - Wednesday 28th September.We are please to introduce the IP2016 conference app which will include all conference information and integration with twitter. You can use the app to:- view the programme- view speaker profiles- view the exhibition plan and exhibitor detailsand much more;EventMobi;923401841;00;1.0;6.0;2016-09-18;17+
com.momentumdmt.sterisCatalogueAsiaPacificProiOS;apple;Steris IPT Connect AsiaPacific;STERIS IPT Connect APAC is a sales and customer support application from STERIS.STERIS IPT Connect APAC is a sales and customer support application offering access to 3D models, technical data, brochures, user manuals and images for the complete portfolio of Infection Prevention Technologies from STERIS. This information has been selected to be relevant to APAC markets and relevant local guidance and regulations.Access to the full content for dealers and internal sales teams requires a login which can be obtained from STERIS IPT marketing atDenise_Boon@steris.com;Momentum DMT;626732803;00;1.0;10.0;2019-04-10;17+
com.momentumdmt.sterisCatalogueLatinAmericaProiOS;apple;Steris IPT Connect LATAM;STERIS IPT Connect LATAM is a sales and customer support application from STERIS.STERIS IPT Connect LATAM is a sales and customer support application offering access to 3D models, technical data, brochures, user manuals and images for the complete portfolio of Infection Prevention Technologies from STERIS. This information has been selected to be relevant to Latin American markets and relevant local guidance and regulations.Access to the full content for dealers and internal sales teams requires a login which can be obtained from STERIS IPT marketing atbeatriz_ganem@steris.com;Momentum DMT;626732803;00;1.0.2;10.0;2019-06-19;17+
com.eventsair.fitwise.ip2019;apple;IP2019;The official event app for the 12th Annual infection Prevention Society Conference, 22-24 September 2019 held at the Arena and Convention Centre (ACC), Liverpool.This app is essential for anyone attending #IP2019 and is designed to enhance attendance by putting the following features and information at your fingertips:•	Scientific programme•	Create a personalised agenda (log-in required)•	View and search speaker details•	Link to IP2019 abstract supplement (not released until 22/09)•	Exhibition floorplan and exhibitor list•	Network with other attendees (log-in required)•	Live polling (log-in required)•	Venue map•	Event alerts•	General event information•	Goal scanning (for exhibition competition) – log-in required.;Fitwise;1437602245;00;3.2.1;9.0;2019-09-25;17+
com.pibiri.healthprover;apple;HealthProver;HealthProver is a service accessible by the web browser or downloadable on smartphone. It is currently planned for a differentiated prevention strategy for Transmissible Sex Infections (STIs). It allows you to to easily inform your partners in case you are exposed to a possible risk of infection. To protect your privacy, nothing in the message will identify the user.HealthProver is and it always will be completely free.To understand how it works, feel free to watch the video or consult the presentation page.Thank you.Massimo Pibiri - CEO;Massimo Pibiri;1460386445;00;1.0.11;9.0;2019-09-18;17+
de.inside.online.fih.pro.en;apple;Hygiene Ready - PRO;You work in the food industry and need to complete the required annual hygiene training? And with a certificate of completion? With the app “Hygiene Ready” you will not only learn all you need to know about dealing with food hygienically, but you will also receive your personal certificate of completion from the TÜV SÜD Food Safety Institute. This certificate will be sent to you via email as a PDF after successfully completing a small test.With “Hygiene Ready” you save travel and training costs and have the possibility of learning at home or while underway. You can take a break from the training at any time and continue again later. You can also repeat any of the training topics or the test as many times as you like. You also have the option of taking the test and applying for your certificate of completion straightaway.The training is presented with easy and concise language and incorporates many pictures and videos to help maintain motivation. “Hygiene Ready” has been developed in cooperation with the TÜV SÜD Food Safety Institute in Germany and guarantees excellent quality. This hygiene training is recommended by the German Federal Association of Food Inspectors (BVLK).Please note: This app including the certificate of completion is for individual usage only. This means that for each purchase the app and certificate of completion can only be used by one person. The certificate is valid for one year from the date of issue.ADVANTAGES:• Save travel and training costs.• Train yourself – anytime and anywhere.• Receive your personal certificate of completion from the TÜV SÜD Food Safety Institute upon successfully completing the test.GUARANTEED QUALITY:• Developed in cooperation with the TÜV SÜD Food Safety Institute.• Recommended by the Federal Association of Food Inspectors (BVLK).• Awarded with the Comenius EduMedia Medal – one of the most prized European multimedia awards.OVERVIEW OF CONTENT:• Hygiene basics√ Introduction to hygiene training√ Hygiene basics√ What is HACCP?√ Hazard Analysis√ Critical control points• Microbiology√ Microorganisms√ Useful and harmful microorganisms√ Growth of microorganisms√ Temperature control√ Prevention of contamination• Personal hygiene√ Correct handwashing / hand hygiene√ Personal hygiene√ Workplace hygiene√ Infection prevention and control√ Work clothing• Process hygiene√ Incoming goods inspections√ Temperature checks during goods deliveries√ Storing foodstuffs√ Storing perishable foodstuffs √ Hygiene when serving food√ Self-transportation of goods√ Hygiene in storage rooms• Environmental hygiene√ General requirements of environmental hygiene√ Cleaning and disinfection: How to, plan and products√ Pests√ Pest prevention√ Pest control√ Storing beverages√ Cleaning the beveragy dispenser√ Waste disposal• Product hygiene√ Handling foodstuffs√ Wrapping and packaging of food products√ Fresh and frozen meat√ Minced meat√ Poultry√ Fish√ Eggs√ Cream√ Freezing food√ Deep frying food√ Handling highly perishable food √ Treatment and processing of foodstuffs;inside Gesellschaft fuer Lern- und Informationssysteme mbH;1147087659;1799;1.0.5;8.0;2019-09-22;4+
de.inside.online.fih.basis.en;apple;Hygiene Ready BASIC;You work in the food industry and need to complete the required annual hygiene training? And with a certificate of completion? With the app “Hygiene Ready” you will not only learn all you need to know about dealing with food hygienically, but you will also receive your personal certificate of completion from the TÜV SÜD Food Safety Institute. This certificate will be sent to you via email as a PDF after successfully completing a small test.With “Hygiene Ready” you save travel and training costs and have the possibility of learning at home or while underway. You can take a break from the training at any time and continue again later. You can also repeat any of the training topics or the test as many times as you like. You also have the option of taking the test and applying for your certificate of completion straightaway.The training is presented with easy and concise language and incorporates many pictures and videos to help maintain motivation. “Hygiene Ready” has been developed in cooperation with the TÜV SÜD Food Safety Institute in Germany and guarantees excellent quality. This hygiene training is recommended by the German Federal Association of Food Inspectors (BVLK).Please note: This app including the certificate of completion is for individual usage only. This means that for each purchase the app and certificate of completion can only be used by one person. The certificate is valid for one year from the date of issue.ADVANTAGES:• Save travel and training costs.• Train yourself – anytime and anywhere.• Receive your personal certificate of completion from the TÜV SÜD Food Safety Institute upon successfully completing the test.GUARANTEED QUALITY:• Developed in cooperation with the TÜV SÜD Food Safety Institute.• Recommended by the Federal Association of Food Inspectors (BVLK).• Awarded with the Comenius EduMedia Medal – one of the most prized European multimedia awards.OVERVIEW OF CONTENT:• Hygiene basics√ Introduction to hygiene training√ Hygiene basics• Microbiology√ Microorganisms√ Useful and harmful microorganisms√ Growth of microorganisms√ Temperature control√ Prevention of contamination• Personal hygiene√ Correct handwashing / hand hygiene√ Personal hygiene√ Workplace hygiene√ Infection prevention and control√ Work clothing• Process hygiene√ Incoming goods inspections√ Temperature checks during goods deliveries√ Storing foodstuffs√ Storing perishable foodstuffs √ Hygiene when serving food√ Self-transportation of goods√ Hygiene in storage rooms• Environmental hygiene√ General requirements of environmental hygiene√ Cleaning and disinfection: How to, plan and products√ Pest prevention√ Waste disposal• Product hygiene√ Handling highly perishable food √ Treatment and processing of foodstuffs;inside Gesellschaft fuer Lern- und Informationssysteme mbH;1147087659;899;1.0.5;8.0;2019-09-22;4+
